"CustomerID","Age","Gender","Income","MonthlySpend","TransactionsPerMonth","SavingsBalance","CreditCardUsage","LoanHistory","Tenure"
64,0.269230769230769,1,0.552654468640303,0.40938670873595,0.346938775510204,0.0679984983918589,1,3,0.896551724137931
65,0.769230769230769,1,0.421662887142369,0.546046144744626,0.102040816326531,0.748632826371486,1,3,1
66,0.884615384615385,1,0.463157404243422,0.292447249063301,0.73469387755102,0.132040056411765,2,2,0.827586206896552
67,0.480769230769231,1,0.455507750613525,0.417077499507001,0.408163265306122,0.00689928064853238,3,3,0.0689655172413793
68,0.576923076923077,2,0.372363393495076,0.494577006507592,0.346938775510204,0.85710372256775,1,1,0.172413793103448
69,0.288461538461538,2,0.159850579354478,0.403470715835141,0.408163265306122,0.336918253670316,1,2,0.448275862068966
70,0.980769230769231,1,0.52758534994253,0.478012226385328,0.142857142857143,0.489930094053429,1,1,0.96551724137931
71,0.557692307692308,1,0.591702649808953,0.35436797475843,0.530612244897959,0.571585109729,2,1,0.206896551724138
72,0.0961538461538462,1,0.273236308284924,0.519226976927628,0.918367346938776,0.110195716358397,1,2,0.586206896551724
73,0.807692307692308,1,0.703651641763226,0.447446263064484,0.73469387755102,0.0819898337070444,3,1,0.620689655172414
74,0.134615384615385,1,0.533223571805784,0.452770656675212,0.26530612244898,0.86800052759205,3,2,0.275862068965517
75,0.403846153846154,1,0.681789941287938,0.15282981660422,0.938775510204082,0.502054565193129,1,1,0.551724137931034
76,0.403846153846154,2,0.324733621198472,0.35397357523171,0.387755102040816,0.492121630259433,3,2,0.137931034482759
77,0.730769230769231,1,0.499308813022273,0.225202129757444,0.551020408163265,0.749018374407727,1,1,0.241379310344828
78,0.576923076923077,1,0.45786865894194,0.206862551764938,0.510204081632653,0.170797780054991,3,1,0.793103448275862
79,0.903846153846154,1,0.592766611785903,0.382370341155591,0.489795918367347,0.0312293909355627,3,2,0.413793103448276
80,0.307692307692308,2,0.383958249200087,0.434825478209426,0.26530612244898,0.585221335010806,3,3,0.551724137931034
81,0.942307692307692,2,0.471832189121183,0.505028593965687,0.346938775510204,0.185357291423585,1,1,0.0689655172413793
82,0.923076923076923,2,0.197135845422634,0.632419641096431,0.755102040816326,0.190379561895679,3,3,0.482758620689655
83,0.634615384615385,1,0.352621850827871,0.530467363439164,0.877551020408163,0.962307606456915,3,1,0.448275862068966
84,0.0576923076923077,2,0.49282408126495,0.619996056004733,0.428571428571429,0.160022727042136,3,3,0.448275862068966
85,0.230769230769231,2,0.363696374763133,0.377243147308223,0,0.254532725926076,1,1,0.586206896551724
86,0.0769230769230769,1,0.466636637569507,0.411753105896273,0.244897959183673,0.586915717170077,1,3,0
87,0.961538461538462,1,0.400717591873505,0.631433642279629,0.775510204081633,0.164781201489433,1,1,0.275862068965517
88,0.461538461538462,2,0.567674194650679,0.460461447446263,0.693877551020408,0.644129016548128,2,2,0.655172413793103
89,0.980769230769231,2,0.654895778323134,0.195227765726681,0,0.19343350818275,1,2,0.310344827586207
90,0.403846153846154,2,0.345647851884067,0.326760007887991,0.26530612244898,0.531457675957022,3,2,0.310344827586207
91,0.461538461538462,2,0.425709049113106,0.619207256951292,0.918367346938776,0.330546565071377,2,3,0.931034482758621
92,0.596153846153846,2,0.697027119381194,0.363833563399724,0.346938775510204,0.576252270167713,2,1,0.344827586206897
93,0.865384615384615,2,0.131861389829455,0.512916584500099,0.959183673469388,0.573340367893995,2,2,0.275862068965517
94,0.461538461538462,2,0.423720915783915,0.462433445079866,0,0.275788597924128,1,3,0.379310344827586
95,0.423076923076923,2,0.7940961759498,0.38197594162887,0.0612244897959184,0.238928176459249,3,3,0.793103448275862
96,0.653846153846154,1,0.814117299866422,0.404851114178663,0.204081632653061,0.904718905043577,3,3,0.931034482758621
97,0.75,1,0.497724519275574,0.521987773614672,0.244897959183673,0.579549720477674,3,2,0.655172413793103
98,0.903846153846154,2,0.339264080022367,0.49339380792743,0.673469387755102,0.484370085530788,2,2,0.0689655172413793
99,0.557692307692308,1,0.49909912708521,0.655097613882863,0.612244897959184,0.759062915351914,2,2,0.96551724137931
100,0.211538461538462,2,0.372013916933304,0.428712285545257,0.142857142857143,0.0411927638721198,1,3,0.0689655172413793
101,0.576923076923077,1,0.699054083439471,0.314533622559653,0.959183673469388,0.631487099359787,2,2,1
102,0.865384615384615,1,0.348133018545556,0.486491816209821,0.612244897959184,0.624364606690273,2,1,0.0689655172413793
103,0.557692307692308,2,0.531320866080581,0.571484914218103,0.387755102040816,0.773805054737675,2,1,0.758620689655172
104,0.653846153846154,2,0.569677860271504,0.820351015578781,0.0816326530612245,0.39779425939266,2,3,0.310344827586207
105,0.25,1,0.355743841446367,0.387103135476237,0.877551020408163,0.209575795700125,3,1,0.0689655172413793
106,0.538461538461538,2,0.605658413842378,0.408795109445869,0.102040816326531,0.642728868416514,3,2,0.0344827586206897
107,0.596153846153846,1,0.357227175297443,0.599487280615263,0.73469387755102,0.450198354318645,3,2,0.379310344827586
108,0.115384615384615,1,0.571293218601472,0.662394005127194,0.0612244897959184,0.558435892492974,1,3,0.793103448275862
109,0.0384615384615385,2,0.643735826783884,0.356339972392033,0.306122448979592,0.747110926228427,1,2,0.689655172413793
110,0.423076923076923,2,0.319872013916933,0.565174521790574,0.408163265306122,0.135591156745569,1,3,0.551724137931034
111,0.269230769230769,2,0.645498741884378,0.371129954644054,0.959183673469388,0.521271090999483,2,1,0.758620689655172
112,0.384615384615385,2,0.397362616880495,0.308420429895484,0.510204081632653,0.123862379643064,1,3,0.241379310344828
113,0.692307692307692,2,0.519120251001833,0.558666929599684,0.510204081632653,0.583861770883007,1,2,1
114,0.134615384615385,2,0.504752881240098,0.477026227568527,0.673469387755102,0.205578271324357,3,3,0.379310344827586
115,0.961538461538462,1,0.407047000714485,0.521593374087951,0.285714285714286,0.519637584845933,1,2,0.103448275862069
116,0.173076923076923,1,0.515043024447827,0.368763557483731,0.26530612244898,0.857418248597315,1,1,1
117,0.942307692307692,2,0.282283868161909,0.743443107868271,1,0.572153285782409,2,3,0.96551724137931
118,0.788461538461538,1,0.452253735516138,0.565174521790574,0.224489795918367,0.676332423575248,2,2,0.689655172413793
119,0.826923076923077,1,0.601666614892361,0.401104318674818,0.306122448979592,0.489382210001928,3,1,0.448275862068966
120,0.634615384615385,2,0.135713398154764,0.571090514691382,0.877551020408163,0.957670884021063,3,1,0.413793103448276
121,0.173076923076923,1,0.242288217203566,0.268586077696707,0.571428571428571,0.133440204543379,3,1,0.137931034482759
122,0.403846153846154,1,0.292923487931409,0.438572273713272,0.346938775510204,0.413987276914804,2,3,0.689655172413793
123,0.211538461538462,2,0.226577304215464,0.681719581936502,0.244897959183673,0.56864276945242,1,2,0.448275862068966
124,0.365384615384615,1,0.538574446273803,0.4304870834155,0.306122448979592,0.629021621128032,3,1,0.586206896551724
125,0.865384615384615,1,0.319173060793389,0.60382567540919,0.938775510204082,0.322906626353223,2,1,0.0689655172413793
126,0.307692307692308,2,0.13719673200584,0.425162689804772,0.408163265306122,0.843913921327909,2,3,0.379310344827586
127,0.865384615384615,2,0.374374825261719,0.0978110826267009,0.959183673469388,0.925619667008249,2,3,0.379310344827586
128,0.653846153846154,1,0.412724053306825,0.321435614277263,0,0.90080254867544,1,3,0.758620689655172
129,0.75,2,0.606481625298997,0.495365805561033,0.755102040816326,0.296567607877355,1,1,0.344827586206897
130,0.865384615384615,2,0.301963281662577,0.688424373890751,0.26530612244898,0.541400756891671,2,2,0.482758620689655
131,0.961538461538462,2,0.653777453325464,0.366594360086768,0.591836734693878,0.559998376639847,3,3,0.758620689655172
132,0.557692307692308,1,0.535273834301513,0.503845395385526,0.63265306122449,0.827375939773338,1,1,1
133,0.269230769230769,2,0.529682209313162,0.308026030368764,0.469387755102041,0.0213776240094967,2,2,0.620689655172414
134,0.442307692307692,2,0.340980398247958,0.299940840070992,0.877551020408163,0.572772191840586,1,2,0.793103448275862
135,0.923076923076923,2,0.776847566089901,0.337605994872806,0.857142857142857,0.253163015797323,2,1,0.827586206896552
136,0.423076923076923,2,0.447889161566898,0.676197988562414,0.122448979591837,0.690993394953379,1,2,0.620689655172414
137,0.807692307692308,1,0.189952160541766,0.608558469729836,0.0204081632653061,0.201651768955266,3,3,0.0344827586206897
138,0.115384615384615,1,0.441738374079712,0.553934135279038,0.0816326530612245,0.176327350574771,3,2,0.137931034482759
139,0.538461538461538,1,0.172936535056382,0.636166436600276,0.979591836734694,0.8919755278457,1,1,0.206896551724138
140,0.269230769230769,1,0.425173185051723,0.393216328140406,0.979591836734694,0.460841509319102,2,2,0.862068965517241
141,0.423076923076923,1,0.407815849150384,0.580161703805955,0.551020408163265,0.438946439260965,3,2,0.413793103448276
142,0.480769230769231,2,0.579307881084775,0.49339380792743,1,0.587047615182476,2,3,0.96551724137931
143,0.711538461538462,2,0.630199434624584,0.294813646223625,0.36734693877551,0.557147350371851,3,2,0.413793103448276
144,0.865384615384615,1,0.36062098101954,0.329126405048314,0.26530612244898,0.62291372855389,2,3,0.620689655172414
145,0.596153846153846,1,0.598606753440403,0.468152238217314,0.673469387755102,0.617810290074167,3,2,0.310344827586207
146,0.115384615384615,2,0.694627380323693,0.49280220863735,0.836734693877551,0.14472255760392,1,2,0.551724137931034
147,0.5,2,0.351604485725824,0.40958390849931,0.510204081632653,0.296029869826808,2,3,0.448275862068966
148,0.788461538461538,1,0.372068279954024,0.303096036284756,0.163265306122449,0.765272267935593,3,3,0.344827586206897
149,0.0769230769230769,1,0.574485104532323,0.130349043581148,0.591836734693878,0.617972626089427,3,2,0.724137931034483
150,0.0961538461538462,2,0.501832810412848,0.527312167225399,0.530612244897959,0.653645965442721,2,1,0.724137931034483
151,0.288461538461538,2,0.558634400919512,0.413725103529876,0.306122448979592,0.935248221913333,3,2,0.137931034482759
152,0.442307692307692,1,0.691583051163369,0.546834943798067,0,0.608678889215816,3,1,0.241379310344828
153,0.596153846153846,1,0.533526451492653,0.216328140406232,0.244897959183673,0.731678858777813,2,1,0.172413793103448
154,0.384615384615385,1,0.636754061694262,0.262472885032538,0.775510204081633,0.163279593348282,1,2,0.793103448275862
155,0.192307692307692,1,0.570151595166351,0.442713468743837,0,0.762938687716237,1,2,0.310344827586207
156,0.673076923076923,1,0.540748967102606,0.237428515085782,0.224489795918367,0.783200251620824,2,1,0.448275862068966
157,0.826923076923077,2,0.53337112857631,0.147505422993492,0.326530612244898,0.199926948793133,1,3,0.310344827586207
158,0.865384615384615,2,0.673969432450064,0.583908499309801,0.469387755102041,0.407321354288207,1,1,0
159,0.346153846153846,1,0.317728557671399,0.602445277065668,0.775510204081633,0.57063138563935,3,3,0.0689655172413793
160,0.461538461538462,1,0.301738063433879,0.297771642674029,0.714285714285714,0.486510891732024,3,3,0.103448275862069
161,0.730769230769231,2,0.565344350905533,0.417274699270361,0.0408163265306122,0.615152037824292,2,1,0.482758620689655
162,0.480769230769231,1,0.454808797489982,0.281404062315125,0.469387755102041,0.268858879272735,3,2,0.96551724137931
163,0.153846153846154,1,0.484894846385636,0.510155787813055,0.775510204081633,0.25438053591177,2,1,1
164,0.115384615384615,1,0.588541828461371,0.455531453362256,0.122448979591837,0.783991639695214,3,2,0.241379310344828
165,0.634615384615385,1,0.590405703457488,0.323013212384145,0.816326530612245,0.546209961343736,1,3,1
166,0.903846153846154,1,0.432605386598739,0.338197594162887,0.142857142857143,0.164263755440793,1,3,0.310344827586207
167,0.230769230769231,2,0.424854773073219,0.292644448826661,0.346938775510204,0.977161351853167,2,3,0.896551724137931
168,0.346153846153846,2,0.484832717219098,0.529086965095642,0.102040816326531,0.487677681841702,2,2,0.862068965517241
169,0.980769230769231,1,0.638509210648939,0.550384539538553,0.510204081632653,0.162670833291058,2,3,0.241379310344828
170,0.884615384615385,1,0.539568512938399,0.519621376454348,0.612244897959184,0.211513681882286,2,3,0.896551724137931
171,0.730769230769231,1,0.695978689695878,0.327351607178071,0,0.710047584744473,2,2,0.551724137931034
172,0.0576923076923077,2,0.472212730266223,0.178465785841057,0.244897959183673,0.0987104432787817,2,1,0.551724137931034
173,0,2,0.648240191357833,0.544074147111023,0.102040816326531,0.139121965077465,2,3,0.344827586206897
174,0.75,2,0.610551085707185,0.432261881285742,0.183673469387755,0.408366392386441,3,1,0.172413793103448
175,0.557692307692308,1,0.568474107669846,0.453953855255374,0.897959183673469,0.637452947920577,2,1,0.96551724137931
176,0.557692307692308,1,0.537813363983722,0.623151252218497,0.714285714285714,0.0211341199866073,2,2,0.689655172413793
177,0.980769230769231,2,0.429926066291821,0.3192664168803,0.714285714285714,0.146447377766054,3,2,0.96551724137931
178,0.461538461538462,1,0.456462986549035,0.640702031157563,0.551020408163265,0.255689370034801,1,2,0.793103448275862
179,0.288461538461538,2,0.50903202758535,0.394991126010649,0.387755102040816,0.722780815941397,3,1,0
180,0.442307692307692,1,0.480996241185425,0.347663182804181,0.938775510204082,0.430362922454115,2,3,0.172413793103448
181,0.192307692307692,1,0.619901525271038,0.427726286728456,0.530612244897959,0.0998163573827376,2,3,0.137931034482759
182,0.903846153846154,1,0.45642415581995,0.521790573851311,0.469387755102041,0.382473797952537,1,3,0.96551724137931
183,0.365384615384615,2,0.462466217265695,0.427529086965096,0.510204081632653,0.507472529702418,3,3,0.0344827586206897
184,0.75,2,0.398178062191296,0.318280418063498,0,0.518927364779172,1,3,0.827586206896552
185,0.0384615384615385,1,0.451912025100183,0.415894300926839,0.0816326530612245,0.911181907651099,1,3,0.96551724137931
186,0.538461538461538,1,0.462722500077661,0.0591599290080852,0.326530612244898,0.170320918010166,2,3,0.310344827586207
187,0.673076923076923,1,0.114022552887453,0.380003943995267,0.673469387755102,0.41084201661915,1,3,0.172413793103448
188,0.980769230769231,2,0.261408468205399,0.532242161309406,0.102040816326531,0.415072899016853,1,3,0.862068965517241
189,0.826923076923077,1,0.462140039141375,0.433642279629264,0.387755102040816,0.456712086930936,3,2,0.206896551724138
190,0.403846153846154,2,0.43219378087043,0.568921317294419,0.73469387755102,0.0332281531234464,3,1,0.137931034482759
191,0.923076923076923,2,0.286881426485664,0.536974955630053,0.326530612244898,0.921003236574304,3,3,0.379310344827586
192,0.788461538461538,2,0.164067596533193,0.56221652534017,0.346938775510204,0.753228964803523,1,3,0
193,0.365384615384615,1,0.418362275170079,0.563794123447052,0.244897959183673,0.980539970170757,1,2,0.96551724137931
194,0.192307692307692,2,0.574904476406449,0.185959376848748,0.571428571428571,0.886273475309707,1,3,0.896551724137931
195,0.134615384615385,2,0.74882731198161,0.460855846972984,0.918367346938776,0.994947291525045,1,1,0.724137931034483
196,0.865384615384615,1,0.467428784442857,0.717412739104713,0.714285714285714,0.374022179158085,1,3,0.310344827586207
197,0.384615384615385,1,0.705329129259731,0.384539538552554,0.448979591836735,0.34551191647812,2,2,0.103448275862069
198,0.846153846153846,1,0.486292752632723,0.531650562019326,0.0204081632653061,0.778634551191648,1,3,0.275862068965517
199,0.0192307692307692,1,0.491348513559691,0.482942220469335,0.510204081632653,0.143362993476121,1,2,0.448275862068966
200,0.807692307692308,2,0.523857599950297,0.548215342141589,0.857142857142857,0.502369091222695,3,2,0.724137931034483
201,0.230769230769231,1,0.338176819607965,0.417274699270361,0.224489795918367,0.74286989782977,2,3,0.724137931034483
202,0.865384615384615,1,0.465370755801311,0.357917570498915,0.102040816326531,0.199328334736863,1,1,0.689655172413793
203,0.0961538461538462,1,0.614504053928117,0.471701833957799,0,0.668448980834204,1,3,0.862068965517241
204,0.134615384615385,1,0.356947594048026,0.49299940840071,0.73469387755102,0.44280191962338,2,2,0.448275862068966
205,0.826923076923077,1,0.423449100680314,0.431078682705581,0.571428571428571,0.901685250758414,2,2,0.103448275862069
206,0.596153846153846,2,0.295129073343481,0.46519424176691,0.918367346938776,0.29175840342529,3,2,0.827586206896552
207,0.673076923076923,2,0.528439625982417,0.525142969828436,0.795918367346939,0.559227280567364,3,2,0.379310344827586
208,0.846153846153846,1,0.539382125438787,0.337803194636166,0.428571428571429,0.0257201124176906,2,1,0.310344827586207
209,0.25,2,0.574104563387282,0.640110431867482,0.979591836734694,0.563427724962206,3,2,0.310344827586207
210,1,2,0.283938057220962,0.807533030960363,0.979591836734694,0.571290875701342,1,2,0
211,0.288461538461538,1,0.490059333354043,0.693354367974758,0.73469387755102,0.936161361999168,2,1,0.0689655172413793
212,0.423076923076923,1,0.326768351402566,0.388483533819759,0.714285714285714,0.673866945343493,1,2,0.931034482758621
213,0.615384615384615,1,0.473338821409711,0.172746992703609,0.795918367346939,0.563894441006077,2,2,0.793103448275862
214,0.75,1,0.681937498058464,0.468743837507395,0.285714285714286,0.167652519759337,1,2,0.793103448275862
215,0.75,2,0.395188096051691,0.599092881088543,0.73469387755102,0.752843416767281,1,3,0.241379310344828
216,0.173076923076923,1,0.584720884719331,0.582922500492999,0.714285714285714,0.302482726433376,3,2,0.758620689655172
217,0.461538461538462,2,0.35696312633966,0.266219680536383,0.36734693877551,0.686082730491777,2,3,0.0689655172413793
218,0.134615384615385,1,0.399071168960268,0.28455925852889,0.918367346938776,0.11979383326062,1,3,0.482758620689655
219,0.326923076923077,1,0.541541113975956,0.481364622362453,0,0.481448037256116,2,3,0.758620689655172
220,1,2,0.367921158087664,0.559061329126405,0.489795918367347,0.0842422459187711,1,3,0.896551724137931
221,0.153846153846154,2,0.208893790189805,0.597909682508381,0.285714285714286,0.294751473706639,2,1,0.448275862068966
222,0.115384615384615,2,0.669907738187692,0.589035693157168,1,0.127109099948255,2,2,0.551724137931034
223,0.115384615384615,2,0.529371563480476,0.307631630842043,0.306122448979592,0.366524284453283,3,3,0.310344827586207
224,0.173076923076923,1,0.382746730452611,0.253204496154605,0.918367346938776,0.470256998204158,2,3,0.724137931034483
225,0.442307692307692,2,0.163671523096518,0.142772628672846,1,0.0228285021458792,3,1,0.103448275862069
226,0.423076923076923,2,0.76885620204405,0.539932952080458,0.326530612244898,0.435709864956727,3,3,0.137931034482759
227,0.480769230769231,2,1,0.590810491027411,0.816326530612245,0.900498168646828,1,2,0.413793103448276
228,0.807692307692308,2,0.505630455717437,0.513310984026819,0.571428571428571,0.224186037073487,3,3,1
229,0.615384615384615,1,0.605394364884595,0.293236048116742,0.285714285714286,0.0526273069469669,1,1,0.0689655172413793
230,0.538461538461538,2,0.663601627784163,0.707552750936699,0.530612244897959,0.31338967745863,1,3,0.96551724137931
231,0.961538461538462,2,0.364395327886676,0.401893117728259,0.204081632653061,0.275636407909822,3,3,0.517241379310345
232,0.173076923076923,1,0.418851542356559,0.740879510944587,0.448979591836735,0.472489118413977,1,1,0.379310344827586
233,1,2,0.205142741760119,0.547229343324788,0.306122448979592,0.354186747293554,3,1,0.551724137931034
234,0.230769230769231,1,0.358990090397937,0.647998422401893,0.204081632653061,0.670660809042116,1,1,0.724137931034483
235,0.807692307692308,1,0.570073933708179,0.512324985210018,0.244897959183673,0.886983695376467,2,2,0.413793103448276
236,0.192307692307692,1,0.428248578795315,0.450009859988168,0.387755102040816,0.414606182972981,1,1,0.896551724137931
237,0.461538461538462,1,0.440130781895561,0.300532439361073,0.36734693877551,0.522437881109161,1,2,0.862068965517241
238,0.980769230769231,1,0.455919356341835,0.372115953460856,0.530612244897959,0.336715333651241,2,2,0.448275862068966
239,0.480769230769231,2,0.183933397533472,0.452770656675212,0.469387755102041,0.82819776585059,1,1,0.379310344827586
240,0.115384615384615,1,0.603507191451027,0.504831394202327,0.795918367346939,0.161717109201408,3,2,0.586206896551724
241,0.461538461538462,2,0.249192320835016,0.454939854072175,0.26530612244898,0.383041974005946,1,2,0.448275862068966
242,0.423076923076923,2,0.441008356372899,0.432261881285742,0.653061224489796,0.678686295796512,1,2,0.241379310344828
243,0.480769230769231,1,0.405284085613991,0.489252612896865,0.653061224489796,0.953957447672,3,3,0.620689655172414
244,0.596153846153846,1,0.439447361063651,0.377637546834944,0.816326530612245,0.228609693489311,3,2,0.620689655172414
245,0.365384615384615,2,0.700164642291324,0.375665549201341,0.326530612244898,0.686965432574751,1,1,0.724137931034483
246,0.442307692307692,2,0.38299524711876,0.230526523368172,0.183673469387755,0.0833798358377046,3,1,0.482758620689655
247,0.153846153846154,1,0.351767574787984,0.593768487477815,0.469387755102041,0.708099552561358,2,1,0.793103448275862
248,0.769230769230769,1,0.237364480755491,0.467757838690594,0.938775510204082,0.927537261188503,1,2,0.689655172413793
249,0.692307692307692,1,0.348257276878631,0.447051863537764,0.755102040816326,0.81054372419111,2,2,0.620689655172414
250,0.423076923076923,1,0.292263365536951,0.343324788010254,0.918367346938776,0.172867564249551,1,2,0.0344827586206897
251,0.25,1,0.536764934298406,0.421218694537567,0.489795918367347,0.066486744249754,3,2,0.862068965517241
252,0.865384615384615,2,0.339357273772172,0.288897653322816,0.204081632653061,0.552713547955074,3,2,0.413793103448276
